,Unnamed: 0,Gender,TypeofDisability,castecategory,Religion,Candidate State,Candidate District,PartnerName,TC State,TC District,TC Constituency,TC Name,SectorName,JobRole,TotalCandidatesinBatch,agegroup,EducationLevel,placed
12515,55847,1,1,4,3,4,514,515,4,352,328,4429,2,34,1,4,5,1.0
12516,68668,1,1,3,3,13,189,59,13,82,82,98,9,35,1,2,3,0.0
12517,34297,2,1,4,1,22,155,19,25,153,245,1344,3,45,1,3,5,1.0
12518,27486,2,1,3,1,5,365,11,5,364,346,718,3,3,1,4,5,0.0
12519,27862,2,1,1,3,22,119,212,25,135,341,2188,3,9,12,2,3,0.0
12520,112449,2,1,3,3,7,13,30,7,13,13,721,3,38,1,2,2,0.0
12521,113495,1,1,3,3,4,312,282,4,313,297,508,5,5,1,2,3,0.0
12522,137277,1,1,1,3,5,42,1861,5,43,212,6043,1,8,1,2,2,1.0
12523,112261,1,1,1,3,4,273,1445,4,273,264,5559,1,1,1,5,3,0.0
12524,33311,2,1,3,3,22,121,45,25,356,335,673,19,104,1,3,5,0.0
12525,91616,1,1,1,1,5,249,98,5,307,289,119,7,52,1,1,3,1.0
12526,129470,2,1,3,3,8,418,40,8,556,143,1887,17,31,1,6,3,1.0
12527,48197,1,1,3,3,3,9,919,3,9,9,2498,4,4,1,3,2,0.0
12528,3520,2,1,3,4,15,110,207,15,101,98,2164,3,45,2,2,4,1.0
12529,105601,1,1,3,3,3,52,289,3,53,53,535,1,24,1,4,2,0.0
12530,144938,1,1,3,1,24,463,38,23,456,105,1104,1,54,1,2,2,1.0
12531,70586,1,1,1,3,5,144,81,5,163,158,1041,3,9,1,2,3,1.0
12532,75500,1,1,1,3,11,244,19,11,246,236,2733,3,9,1,4,5,1.0
12533,78056,1,1,1,3,23,194,36,22,191,185,6715,1,8,2,4,3,0.0
12534,3788,2,1,1,3,5,29,370,5,155,303,722,12,17,1,5,2,1.0
12535,59900,1,1,1,3,13,176,26,13,176,167,235,10,50,1,3,5,0.0
12536,98684,2,1,1,3,5,151,335,5,149,144,3727,4,7,1,2,3,0.0
12537,83536,1,1,4,1,8,418,663,8,556,143,1887,17,31,1,2,3,1.0
12538,124219,1,1,3,1,15,44,216,15,45,44,1756,7,10,8,3,3,1.0
12539,94423,1,1,3,1,3,278,87,3,276,35,658,5,66,1,3,3,0.0
12540,98797,2,1,2,1,8,534,665,8,269,258,4815,5,5,1,4,3,1.0
12541,50774,2,1,1,5,3,133,299,3,90,64,2939,3,9,18,3,3,1.0
12542,89846,2,1,1,3,11,328,54,11,464,515,2915,3,20,1,3,2,0.0
12543,82272,2,1,1,3,22,361,87,25,572,496,2082,14,27,1,4,3,0.0
12544,107189,2,1,1,3,16,355,327,16,354,329,2456,3,9,1,3,3,0.0
12545,105220,1,1,1,3,1,190,136,1,188,182,1022,1,1,1,4,2,1.0
12546,105315,2,1,1,3,21,528,87,21,521,462,1574,4,7,1,2,3,0.0
12547,122783,1,1,4,3,12,267,429,12,171,48,864,8,28,1,3,3,0.0
12548,93394,1,1,3,4,7,13,413,7,13,13,5392,3,45,2,3,5,0.0
12549,105634,2,1,3,3,5,43,530,5,44,43,1169,5,5,1,3,3,0.0
12550,114560,2,1,1,1,22,427,87,25,428,392,2033,14,27,1,1,2,1.0
12551,138682,1,1,1,3,5,294,562,5,279,266,5659,7,47,1,4,6,1.0
12552,73364,1,1,1,3,3,133,1010,3,90,64,5371,11,16,1,3,5,1.0
12553,15641,2,1,1,3,5,358,1263,5,358,363,4877,9,13,1,2,3,1.0
12554,132432,1,1,3,3,5,262,239,5,265,256,394,3,45,1,5,3,1.0
12555,11282,1,1,1,3,18,395,150,18,524,364,1602,1,24,1,5,2,1.0
12556,27022,2,1,1,3,11,93,45,11,498,145,1429,19,46,1,2,3,0.0
12557,104144,2,1,3,1,3,304,25,12,268,48,25,14,122,14,3,3,1.0
12558,102781,1,1,3,3,17,235,21,17,237,227,2296,5,5,1,3,3,0.0
12559,71745,2,1,4,3,5,43,269,5,44,43,971,2,74,1,3,5,1.0
12560,85692,2,1,1,3,18,331,214,18,329,242,1118,14,23,1,3,3,0.0
12561,39792,2,1,1,1,9,24,42,9,42,24,43,8,28,1,2,3,1.0
12562,72009,2,1,1,3,9,38,38,9,140,343,699,20,51,1,3,5,0.0
12563,124924,1,1,3,5,20,61,66,20,61,62,3102,9,35,2,3,3,0.0
12564,26966,2,1,3,3,4,437,377,4,5,322,969,9,36,12,3,3,0.0
12565,27756,2,1,1,3,9,436,208,9,425,391,5752,11,30,1,2,3,0.0
12566,147041,1,1,3,3,3,69,153,3,68,9,4645,1,1,1,3,2,0.0
12567,62370,1,1,3,5,18,129,59,18,125,122,161,1,24,1,5,2,1.0
12568,41108,2,1,4,3,11,108,105,11,105,102,131,20,51,1,3,3,1.0
12569,77854,2,1,3,3,5,352,45,5,349,326,619,11,30,1,4,5,0.0
12570,102587,2,1,3,5,5,165,191,5,163,158,282,3,19,1,4,5,0.0
12571,41237,2,1,1,1,9,392,59,9,388,358,767,17,31,1,3,3,0.0
12572,106126,2,1,1,3,1,190,258,1,188,182,5309,5,22,1,4,2,0.0
12573,133064,1,1,4,7,15,173,708,15,170,429,1752,3,45,1,5,3,1.0
12574,64567,1,1,3,3,3,78,840,3,76,6,2185,16,97,1,4,2,0.0
12575,127582,1,1,4,1,22,153,608,25,151,243,4979,8,12,1,2,3,0.0
12576,90415,2,1,3,1,15,263,67,15,260,251,141,5,22,1,2,2,1.0
12577,56757,2,1,3,3,13,123,59,13,119,116,1392,4,4,1,4,5,0.0
12578,143810,2,1,1,1,6,520,162,6,504,199,6937,2,15,1,2,3,1.0
12579,149252,2,1,1,3,14,487,54,14,478,187,1230,3,9,1,2,3,0.0
12580,54145,2,1,3,1,5,11,11,5,11,11,11,9,13,1,2,3,0.0
12581,132958,1,1,3,3,5,259,736,5,179,171,2698,11,30,1,3,5,1.0
12582,30460,1,1,1,1,13,134,45,13,131,220,334,17,72,1,2,5,1.0
12583,47458,2,1,3,3,11,141,59,11,138,134,179,3,9,1,4,5,1.0
12584,134414,2,1,3,1,11,490,30,11,482,431,1257,3,19,1,2,2,1.0
12585,21319,2,1,3,3,12,462,67,12,174,201,2437,3,9,6,3,3,1.0
12586,110312,1,1,3,4,13,122,1548,13,118,295,4817,7,47,1,3,3,0.0
12587,57119,2,1,3,1,9,28,61,9,28,28,811,19,46,1,2,3,1.0
12588,117086,2,1,3,3,17,54,518,17,230,65,1128,3,9,1,2,3,0.0
12589,44041,1,1,3,5,13,76,59,13,74,180,904,17,31,1,3,3,0.0
12590,90443,1,1,2,3,8,407,773,8,91,89,1959,3,9,1,3,3,0.0
12591,81470,1,1,3,1,19,211,574,19,207,61,1295,5,5,1,3,3,1.0
12592,57521,2,1,1,3,8,15,38,8,15,15,941,5,80,1,2,2,1.0
12593,70938,2,1,3,1,24,309,87,23,311,294,501,3,38,1,2,2,1.0
12594,74203,2,1,3,4,3,158,106,3,280,41,3500,24,67,4,2,2,1.0
12595,61427,1,1,4,3,4,367,336,4,365,176,642,7,10,1,4,5,0.0
12596,110449,2,1,3,5,20,283,59,20,282,110,2026,3,9,1,2,3,1.0
12597,16268,2,1,1,3,11,244,703,11,246,236,1732,3,44,6,3,2,1.0
12598,67549,2,1,3,3,13,50,59,13,131,126,534,11,30,1,3,3,1.0
12599,37344,2,1,3,3,18,55,59,18,55,56,63,11,30,1,3,5,1.0
12600,21047,1,1,1,1,11,86,118,11,84,117,152,3,9,1,3,2,0.0
12601,71169,1,1,3,1,34,535,836,34,527,467,4680,1,1,1,3,3,1.0
12602,17755,2,1,3,5,20,116,200,20,113,110,1432,4,4,1,4,2,0.0
12603,53690,2,1,3,1,9,77,114,9,75,331,636,3,45,1,2,3,1.0
12604,135098,1,1,1,3,5,66,1756,5,65,67,5667,1,1,1,3,3,1.0
12605,67056,2,1,1,5,22,121,45,25,356,335,673,6,55,1,6,5,0.0
12606,113978,1,1,3,3,7,240,30,7,242,232,356,1,8,1,3,3,1.0
12607,87511,1,1,3,1,5,171,99,5,39,39,599,16,97,1,2,2,1.0
12608,10251,2,1,3,4,8,245,858,8,16,16,3265,25,73,1,5,5,1.0
12609,83128,1,1,3,3,23,368,192,22,391,339,7153,4,7,1,4,2,1.0
12610,37864,1,1,4,3,8,91,234,8,89,88,797,5,42,1,3,5,1.0
12611,85982,2,1,4,1,11,141,1583,11,138,134,4950,12,17,16,3,2,1.0
12612,1682,2,1,1,3,5,483,11,5,226,217,329,12,17,1,2,2,0.0
12613,148404,2,1,3,4,3,278,252,3,276,35,888,3,20,1,4,2,1.0
12614,86038,2,1,3,3,7,13,611,7,13,13,1410,25,73,1,3,5,1.0
12615,21537,2,1,1,3,3,133,1010,3,90,64,5371,4,4,1,3,3,1.0
12616,51808,1,1,1,3,1,280,311,1,341,317,596,5,5,1,4,5,1.0
12617,85243,1,1,1,3,18,551,321,18,543,475,616,1,1,1,5,2,1.0
12618,112276,2,1,3,7,15,207,61,15,192,186,265,30,133,1,3,3,1.0
12619,14132,1,1,3,7,15,254,159,15,257,248,789,1,1,1,2,2,0.0
12620,32649,1,1,3,4,3,78,133,3,76,6,4159,7,62,1,2,2,0.0
12621,71956,1,1,1,1,14,51,698,14,52,52,2729,1,8,1,5,2,1.0
12622,75138,1,1,2,3,8,534,49,8,526,466,1912,17,31,1,3,3,0.0
12623,148574,2,1,1,3,23,204,602,22,201,511,3792,3,9,12,4,3,1.0
12624,83465,1,1,1,3,8,206,352,8,203,196,7348,1,1,1,6,3,0.0
12625,36758,2,1,3,1,6,260,295,6,263,254,2493,15,32,5,4,2,0.0
12626,146047,1,1,2,1,17,54,609,11,446,92,2717,17,75,1,5,3,1.0
12627,100621,2,1,3,5,5,31,284,5,31,31,7596,9,35,2,3,3,1.0
12628,149725,1,1,1,1,9,38,38,9,140,343,699,1,54,1,2,3,1.0
12629,102688,2,1,4,7,15,173,87,15,170,98,225,3,20,1,2,2,0.0
12630,12094,2,1,1,3,3,278,43,3,280,41,432,26,78,1,7,2,0.0
12631,110069,2,1,3,3,3,442,1212,3,3,3,4888,4,7,1,3,3,0.0
12632,62578,1,1,4,3,8,326,193,8,202,33,286,1,1,1,2,2,1.0
12633,8077,1,1,3,3,24,323,19,23,324,370,840,1,24,1,3,5,0.0
12634,130169,1,1,2,1,10,506,1603,10,492,444,5036,15,32,1,4,3,1.0
12635,10144,2,1,2,3,1,114,45,1,111,108,366,3,9,2,4,3,0.0
12636,42262,1,1,3,1,20,202,45,20,238,107,347,9,35,16,2,3,1.0
12637,65765,1,1,3,1,8,188,38,8,186,36,938,3,38,1,2,3,1.0
12638,149443,1,1,1,3,8,300,265,8,301,89,817,7,52,1,4,2,0.0
12639,94494,1,1,4,3,3,9,436,3,6,6,883,1,1,1,3,2,1.0
12640,107431,2,1,3,7,15,223,432,15,221,214,3468,5,5,1,2,2,1.0
12641,76940,1,1,3,5,22,238,84,25,241,229,5803,3,45,1,3,3,0.0
12642,69873,2,1,1,3,6,140,137,6,137,133,178,12,17,1,2,2,1.0
12643,149568,2,1,3,3,8,214,67,5,39,162,223,5,5,1,3,2,1.0
12644,7927,2,1,3,3,8,276,90,8,269,258,481,10,50,1,2,2,1.0
12645,45771,1,1,3,7,15,254,232,15,257,248,382,19,104,1,2,3,0.0
12646,8461,1,1,3,3,22,174,744,25,248,238,1873,30,133,6,6,2,0.0
12647,79964,1,1,3,5,15,44,232,15,45,44,523,6,6,1,3,3,0.0
12648,80978,1,1,1,3,5,109,296,5,107,104,1964,1,1,1,2,3,0.0
12649,148264,2,1,1,3,8,326,115,8,202,33,554,15,152,1,2,3,1.0
12650,45974,2,1,2,4,2,660,473,2,369,336,4030,12,17,1,2,2,1.0
12651,70885,2,2,1,3,5,259,293,5,179,171,551,13,85,1,5,2,1.0
12652,57908,1,1,3,3,5,56,147,5,103,191,4991,5,5,2,3,3,0.0
12653,67209,2,1,3,1,8,149,197,8,147,142,5621,6,6,20,3,3,1.0
12654,145654,1,1,3,1,23,368,84,22,391,360,2403,17,31,1,2,3,0.0
12655,137474,1,1,1,3,11,244,59,11,246,408,1431,17,31,1,3,3,0.0
12656,144218,1,1,3,1,4,404,346,4,401,369,2310,9,36,1,2,3,1.0
12657,50490,1,1,3,3,24,319,1761,23,320,302,5685,1,8,1,4,2,0.0
12658,40542,1,1,3,1,17,303,135,17,305,288,1724,6,55,2,5,5,1.0
12659,131713,2,1,3,4,13,26,87,13,26,481,1821,12,17,5,3,3,1.0
12660,40211,2,1,1,3,4,576,377,4,183,404,1027,3,20,1,5,5,1.0
12661,128195,2,1,1,3,6,140,561,6,137,133,3084,3,9,2,2,3,1.0
12662,38526,2,1,3,4,11,244,59,11,138,134,179,9,35,1,2,3,1.0
12663,2042,1,1,3,8,6,10,10,6,10,10,10,3,9,1,3,4,0.0
12664,109258,2,1,3,3,6,83,1049,6,81,78,3004,10,14,1,3,3,0.0
12665,44902,2,1,4,1,6,25,87,6,25,50,491,4,7,1,3,2,0.0
12666,21979,2,1,3,1,5,271,61,5,219,43,702,9,13,1,1,3,1.0
12667,90769,1,1,3,3,7,597,30,7,590,232,2393,1,8,1,3,3,0.0
12668,107495,2,1,1,3,6,8,13,6,8,8,7329,3,45,9,3,5,0.0
12669,42346,2,1,1,5,6,330,99,6,189,183,260,19,40,1,3,2,1.0
12670,129610,2,1,3,3,3,52,157,3,53,53,4574,3,20,1,2,2,0.0
12671,92140,1,1,3,4,8,205,404,8,502,33,1527,7,47,1,3,3,0.0
12672,14154,2,1,4,3,6,191,45,6,17,17,1036,9,35,12,3,3,0.0
12673,140585,2,1,3,3,12,267,1340,12,268,48,4120,6,6,8,4,2,1.0
12674,115668,2,1,3,3,3,6,45,3,6,6,4180,9,35,3,3,3,1.0
12675,122469,1,1,1,3,6,104,75,6,382,25,4321,9,43,1,2,2,1.0
12676,60562,2,1,1,1,21,85,87,21,83,83,99,24,67,2,3,2,1.0
12677,41181,1,1,1,3,5,259,59,5,179,171,708,1,24,1,3,3,0.0
12678,134499,2,1,2,1,1,114,45,1,198,72,3412,28,63,2,4,2,1.0
12679,57300,2,1,3,3,9,250,19,9,252,241,2176,19,46,1,2,2,1.0
12680,62703,1,1,3,1,11,611,1058,11,609,509,3229,10,25,1,3,3,1.0
12681,101860,2,1,1,3,6,12,33,6,12,12,5344,4,7,6,2,2,1.0
12682,99509,2,1,1,3,5,142,45,5,139,135,181,19,40,1,5,3,0.0
12683,97193,1,1,3,3,12,97,67,12,23,23,72,1,1,1,4,2,1.0
12684,56968,2,1,1,3,6,8,33,6,8,8,2043,9,36,1,2,3,1.0
12685,15341,2,1,1,3,22,153,45,25,151,243,1333,4,7,1,3,5,0.0
12686,106621,1,1,4,7,6,131,392,6,128,50,806,3,9,1,3,5,1.0
12687,126922,2,1,3,3,11,21,64,11,21,21,1224,6,6,1,2,3,0.0
12688,61840,2,1,4,7,15,344,61,15,223,216,600,19,40,2,3,3,1.0
12689,91019,2,1,1,1,11,341,135,11,339,315,593,28,63,1,2,2,1.0
12690,112936,2,1,3,1,5,346,11,5,344,321,1185,4,4,1,2,3,0.0
12691,22315,2,1,3,1,5,353,11,5,351,327,622,3,3,1,4,5,0.0
12692,74361,2,1,3,3,9,24,45,8,203,196,993,19,40,1,4,3,0.0
12693,143860,1,1,4,3,5,42,61,5,43,42,125,4,7,1,4,3,1.0
12694,124929,2,1,1,3,8,418,87,8,556,143,2430,3,38,2,3,3,1.0
12695,77964,1,1,1,4,9,415,59,9,411,380,2286,9,21,1,2,3,1.0
12696,13952,1,1,3,3,12,48,67,12,49,90,109,3,9,1,3,3,1.0
12697,39360,1,1,3,3,13,50,59,13,131,126,534,17,31,1,3,5,0.0
12698,146056,2,1,3,5,5,126,122,5,122,191,3072,3,9,1,3,3,0.0
12699,48074,2,1,1,3,11,256,64,11,259,250,1788,19,115,1,3,3,0.0
12700,60807,2,1,3,3,12,172,562,12,174,201,5653,6,6,1,4,2,1.0
12701,17489,2,1,3,1,15,107,432,15,104,101,4049,5,22,1,4,3,0.0
12702,129695,1,1,1,3,8,149,1946,8,202,33,6319,9,36,1,5,2,1.0
12703,7034,2,1,1,3,8,318,37,8,319,301,3335,9,43,1,3,2,0.0
12704,148941,2,1,4,3,5,39,11,5,321,303,1244,24,67,1,4,3,0.0
12705,58238,1,1,1,3,8,339,335,8,337,222,3301,3,20,1,2,2,1.0
12706,73604,2,1,3,5,9,544,19,9,19,19,7352,3,9,1,3,3,1.0
12707,69815,2,1,3,3,18,551,692,18,125,118,1706,9,43,6,3,5,1.0
12708,32534,1,1,3,5,12,265,1185,12,169,163,3536,1,1,1,3,2,0.0
12709,21130,2,1,4,3,9,386,383,9,38,38,2509,3,9,1,3,5,1.0
12710,70686,2,1,1,3,9,24,38,9,42,24,574,3,3,1,3,3,0.0
12711,66720,1,1,3,4,13,123,945,13,119,116,2583,17,31,1,3,2,0.0
12712,134810,1,1,4,3,3,9,812,3,9,9,4720,1,1,1,4,2,1.0
12713,78004,1,1,4,3,8,94,87,8,162,157,214,1,59,1,4,3,0.0
12714,10852,2,1,1,1,11,95,518,11,92,92,3637,24,67,1,3,3,1.0
12715,91893,1,1,3,3,5,29,11,5,29,29,245,2,15,1,3,3,0.0
12716,18704,2,1,1,3,11,328,54,11,464,417,4284,2,15,1,2,2,1.0
12717,110399,2,1,3,3,6,25,430,6,25,50,3983,3,9,1,3,2,1.0
12718,13484,1,1,3,3,12,265,77,12,381,163,4610,1,1,1,3,2,0.0
12719,29895,1,1,3,4,24,148,19,23,146,306,1595,3,9,1,3,3,1.0
12720,119135,2,1,3,3,19,98,168,19,175,61,234,26,119,1,2,3,0.0
12721,14784,2,1,4,3,11,242,54,11,464,482,2811,10,56,1,3,2,0.0
12722,139904,2,1,3,3,8,407,439,8,91,157,921,9,13,6,4,2,0.0
12723,119851,1,5,3,1,6,179,1667,6,178,170,5267,13,6,11,7,2,1.0
12724,10950,1,1,3,3,4,489,498,4,480,430,1246,1,1,1,4,5,0.0
12725,28577,2,1,3,3,17,166,443,17,66,68,906,9,43,1,2,3,1.0
12726,66148,2,1,3,3,9,177,169,9,177,168,236,21,53,1,3,2,0.0
12727,119667,1,1,1,1,13,50,87,13,51,365,3097,17,31,1,5,3,0.0
12728,131485,2,1,3,5,5,29,28,5,29,29,657,4,4,1,4,3,1.0
12729,143737,1,1,3,3,3,69,753,3,68,4,1904,4,4,1,4,2,0.0
12730,111108,2,1,4,6,9,415,1249,9,411,380,3777,10,65,1,5,4,1.0
12731,58552,2,7,3,1,5,201,1762,5,197,190,5688,13,8,1,5,2,0.0
12732,127981,2,1,3,3,15,110,101,15,100,98,452,10,18,3,3,2,1.0
12733,126963,1,1,4,1,6,10,30,6,10,10,2061,7,62,1,3,2,1.0
12734,2521,1,1,4,1,1,65,72,1,64,66,1725,7,47,1,2,3,1.0
12735,43230,1,1,2,3,18,288,142,18,426,263,968,1,1,6,3,2,1.0
12736,106854,2,1,1,1,5,201,61,5,197,190,273,5,22,1,1,2,0.0
12737,27691,2,1,1,3,5,483,11,5,226,217,329,12,17,1,3,3,1.0
12738,137479,2,1,2,1,17,64,396,17,63,65,779,18,88,1,2,2,0.0
12739,49377,1,1,3,3,14,200,725,14,196,189,1824,16,29,1,7,2,0.0
12740,32520,2,1,3,1,9,86,61,9,84,117,166,3,3,1,2,3,0.0
12741,127581,2,1,1,3,8,407,87,8,162,157,214,3,20,6,2,2,1.0
12742,93700,2,1,3,1,5,281,64,5,278,265,430,9,36,1,2,3,0.0
12743,64513,1,1,4,3,22,138,136,25,135,130,4070,2,2,1,2,3,1.0
12744,139696,2,1,1,5,5,57,61,5,56,57,65,5,22,1,2,2,1.0
12745,42489,2,1,3,4,3,411,87,3,407,54,923,17,31,1,3,3,0.0
12746,90094,1,1,1,3,5,495,293,5,255,247,1726,11,30,1,3,2,1.0
12747,122482,2,1,3,3,5,151,82,5,149,144,7311,3,45,10,3,3,1.0
12748,88579,2,1,3,3,5,226,59,5,227,218,330,11,30,1,3,5,0.0
12749,114778,2,1,1,5,1,450,14,1,535,406,2406,3,9,3,3,3,1.0
12750,48925,1,1,1,1,23,403,84,22,400,368,831,6,41,1,2,3,1.0
12751,53124,2,1,3,5,20,61,156,20,61,62,1974,3,9,1,4,5,0.0
12752,79506,1,1,1,1,8,315,197,8,209,157,300,3,9,1,6,3,0.0
12753,108596,2,1,1,4,1,182,14,1,484,73,1353,6,6,7,4,3,1.0
12754,84097,1,1,4,1,8,150,915,8,148,143,2476,14,27,1,3,5,1.0
12755,8627,2,1,2,5,20,376,460,20,238,107,2921,28,148,1,3,5,1.0
12756,50627,2,1,1,1,5,168,45,5,166,160,1613,1,24,1,2,2,1.0
12757,30979,1,1,4,7,15,254,219,15,257,248,6191,3,9,4,4,3,1.0
12758,15337,2,1,3,1,5,151,268,5,149,144,466,3,3,1,2,3,0.0
12759,86880,1,1,1,3,8,87,34,8,85,74,101,1,24,1,4,2,1.0
12760,84787,1,1,3,4,4,420,5,4,413,382,5,7,47,1,2,2,1.0
12761,46134,2,1,1,1,17,137,135,17,540,129,2721,9,36,1,2,2,1.0
12762,71767,2,1,3,5,1,65,255,1,14,123,1203,4,7,1,3,2,1.0
12763,37298,2,1,3,1,5,496,574,5,488,366,1295,5,5,1,4,2,1.0
12764,50345,1,1,3,3,4,420,5,4,413,382,5,7,47,1,7,3,1.0
12765,44699,1,1,1,1,5,126,186,5,122,119,276,6,6,1,1,3,1.0
12766,100073,2,1,1,3,11,341,135,11,339,315,593,3,9,1,2,3,1.0
12767,82269,2,1,4,3,11,86,19,11,84,117,415,6,6,1,2,2,0.0
12768,79664,1,1,4,1,1,239,54,1,622,231,2953,6,55,1,2,2,0.0
12769,120905,2,1,1,1,21,384,87,21,378,352,740,3,19,1,2,2,0.0
12770,112584,1,1,1,1,5,358,1240,5,358,363,3741,1,1,1,2,3,0.0
12771,82780,2,1,1,1,14,272,918,14,652,400,2491,12,17,1,3,2,0.0
12772,129895,1,1,1,3,5,406,470,5,435,399,988,1,8,1,4,2,1.0
12773,49592,2,1,4,1,5,180,45,5,402,371,955,3,38,1,2,3,1.0
12774,47038,2,1,1,2,4,132,377,4,129,125,2179,3,44,1,4,3,1.0
12775,21546,2,1,3,3,5,142,227,5,139,135,371,4,7,1,3,2,0.0
12776,26845,2,1,1,3,8,410,11,8,406,374,856,9,13,1,4,3,1.0
12777,75440,1,1,3,3,12,265,283,12,169,163,533,3,9,1,4,2,0.0
12778,113159,1,1,1,1,14,400,849,14,399,270,2207,1,24,1,2,3,1.0
12779,10511,2,1,1,5,11,448,45,11,442,452,1476,19,46,2,2,2,1.0
12780,18498,2,1,3,4,21,517,90,21,501,450,3080,6,6,1,4,3,1.0
12781,139112,1,1,1,1,24,222,87,23,220,213,319,9,43,1,3,3,1.0
12782,104213,2,1,4,3,25,117,59,24,114,111,2253,3,9,1,4,3,1.0
12783,91729,1,1,3,4,9,77,242,9,75,154,3304,3,9,14,2,5,1.0
12784,121158,2,1,3,3,12,161,1812,12,174,201,5881,4,4,1,2,2,1.0
12785,104068,1,1,2,3,1,322,151,1,323,305,536,7,11,1,4,2,0.0
12786,73036,2,1,3,7,15,344,156,15,223,216,2203,11,16,20,4,5,1.0
12787,138163,1,1,4,3,3,278,252,3,276,35,888,10,143,1,4,2,1.0
12788,66085,1,1,3,3,8,276,90,8,269,258,1883,7,10,1,6,3,0.0
12789,67626,2,1,4,3,1,428,45,1,430,394,1760,18,37,1,2,3,0.0
12790,19834,2,1,3,1,5,118,45,5,115,240,893,12,17,1,2,3,1.0
12791,146785,1,1,1,3,6,191,343,6,565,207,4650,10,14,1,2,3,0.0
12792,129377,1,1,1,5,6,8,291,6,8,8,539,5,5,1,2,3,1.0
12793,61939,2,1,4,3,13,26,87,13,26,481,1821,14,27,1,2,3,1.0
12794,130501,1,1,3,3,5,294,1434,5,279,266,4458,21,95,1,6,3,1.0
12795,27280,1,1,3,3,5,7,142,5,7,7,507,5,66,1,4,5,0.0
12796,116638,1,1,1,3,5,193,564,5,367,342,6972,3,45,1,5,3,1.0
12797,123697,1,1,3,3,12,23,67,12,23,23,114,5,5,1,5,2,0.0
12798,46532,1,1,3,7,15,45,436,15,46,45,6151,1,1,1,6,2,1.0
12799,34135,2,1,4,3,20,236,458,20,599,107,3573,4,4,1,3,2,1.0
12800,12784,2,1,3,3,5,151,132,5,149,144,171,5,5,1,3,2,1.0
12801,25980,1,1,4,3,24,444,234,23,438,402,5867,3,9,7,4,5,1.0
12802,46449,1,1,4,3,22,153,357,1,14,14,686,9,35,1,5,3,0.0
12803,83618,1,1,1,3,8,149,310,8,147,179,594,7,10,1,4,3,0.0
12804,10895,1,1,3,3,9,86,826,9,84,117,2147,11,144,8,4,5,1.0
12805,32167,1,1,3,3,20,266,375,20,238,107,4282,1,1,1,3,2,0.0
12806,85559,1,1,3,3,20,379,544,20,475,107,1208,7,10,2,4,3,0.0
12807,54479,2,1,3,3,6,140,906,3,90,64,2448,6,6,2,4,2,0.0
12808,64774,2,1,3,3,13,176,1045,13,118,197,2992,11,16,17,6,5,1.0
12809,51818,1,1,4,4,9,77,36,9,75,211,3210,17,96,5,3,3,1.0
12810,7838,1,1,4,3,8,433,262,8,16,16,3543,12,17,1,3,2,1.0
12811,48628,2,1,1,3,11,244,81,5,343,320,912,3,9,5,3,5,0.0
12812,39928,2,1,1,3,5,157,45,5,155,319,598,2,2,1,3,3,1.0
12813,128113,1,1,1,1,5,475,30,5,467,419,1158,17,96,1,2,3,1.0
12814,125720,2,1,4,1,6,332,61,6,330,310,3936,3,20,1,2,3,1.0
12815,20906,1,1,3,5,5,66,33,5,65,67,2772,1,24,1,3,2,1.0
12816,80576,2,1,3,1,9,19,90,9,304,381,886,4,70,1,3,3,1.0
12817,112655,2,1,3,1,11,103,45,11,99,97,122,9,35,1,2,3,1.0
12818,37385,1,1,3,5,6,17,125,6,17,17,3253,7,11,1,5,2,1.0
12819,100009,1,1,3,1,21,146,662,21,144,124,1606,31,135,1,3,3,1.0
12820,72011,2,1,4,3,3,278,168,19,175,61,234,3,20,1,4,2,0.0
12821,141250,1,1,1,3,5,496,2347,5,488,366,7629,9,35,1,4,5,1.0
12822,105578,2,1,1,5,11,108,59,11,105,102,925,4,4,1,2,2,0.0
12823,53278,2,1,1,5,9,386,224,9,38,38,6757,14,23,1,6,2,0.0
12824,81390,1,1,1,3,6,8,430,6,8,8,5226,4,7,1,2,3,0.0
12825,30038,1,1,1,4,6,83,8,6,12,12,4740,4,7,1,3,3,1.0
12826,130671,1,1,3,3,13,50,59,13,51,194,843,17,31,1,3,2,0.0
12827,63176,1,1,4,3,1,190,45,1,188,182,1341,9,35,1,2,4,0.0
12828,134299,1,1,3,5,18,338,202,18,213,206,310,17,31,1,3,3,0.0
12829,145724,1,1,4,4,3,6,436,3,6,6,4249,1,1,1,3,2,0.0
12830,54307,1,1,3,3,21,384,755,21,378,352,1914,11,30,1,3,5,0.0
12831,91164,1,1,4,3,4,231,217,4,234,224,341,3,9,1,4,3,1.0
12832,149641,1,1,3,3,24,393,19,23,389,285,774,1,59,1,6,2,0.0
12833,141246,2,1,1,3,5,43,61,5,44,43,125,4,7,1,4,3,0.0
12834,13106,2,1,4,3,19,390,1147,19,385,356,3396,23,63,1,7,2,1.0
12835,101538,2,1,3,3,11,93,45,11,498,449,1413,12,17,8,2,3,0.0
12836,146733,1,1,1,1,21,458,268,21,452,411,466,8,28,1,1,3,0.0
12837,142444,2,1,3,3,11,448,45,11,442,452,1476,19,40,14,3,3,0.0
12838,3227,2,1,1,3,8,270,795,8,231,222,2025,15,152,1,4,2,0.0
12839,109441,2,1,1,3,5,66,73,5,65,67,606,3,9,1,3,2,0.0
